,Model,Year,Fuel Type,City MPG,Highway MPG,Combined MPG,Annual Fuel Cost,Annual Consumption (Barrels),Highway Electricity Consumption,City Electricity Consumption,Combined Electricity Consumption,Vehicle Class,YouSaveOrSpend,AlternativeVehicleType
13558,Rolls-Royce Ghost,2012,Premium,13.0,20.0,15.0,4500.0,19.834,0.0,0.0,0.0,Large Cars,-13000.0,
13575,Rolls-Royce Ghost Ewb,2012,Premium,13.0,20.0,15.0,4500.0,19.834,0.0,0.0,0.0,Large Cars,-13000.0,
13598,Rolls-Royce Phantom,2012,Premium,11.0,18.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Large Cars,-14750.0,
13614,Rolls-Royce Phantom Coupe,2012,Premium,11.0,18.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Compact Cars,-14750.0,
13624,Rolls-Royce Phantom Drophead Coupe,2012,Premium,11.0,18.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Compact Cars,-14750.0,
13635,Rolls-Royce Phantom Ewb,2012,Premium,11.0,18.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Large Cars,-14750.0,
13703,Roush Performance Stage 3 Mustang,2012,Premium,14.5,21.5,17.0,4000.0,17.5614,0.0,0.0,0.0,Subcompact Cars,-10500.0,
13736,Saab 9-3 Convertible,2012,Gasoline or E85,19.0,30.0,22.5,2400.0,13.2817,0.0,0.0,0.0,Compact Cars,-2500.0,FFV
13739,Saab 9-3 Sedan Awd,2012,Regular,19.0,29.0,22.5,2400.0,13.2292,0.0,0.0,0.0,Compact Cars,-2500.0,
13749,Saab 9-3 Sport Sedan,2012,Gasoline or E85,19.5,30.5,23.0,2350.0,12.9597,0.0,0.0,0.0,Compact Cars,-2250.0,FFV
13756,Saab 9-3 Sportcombi,2012,Gasoline or E85,19.0,30.0,22.5,2400.0,13.2817,0.0,0.0,0.0,Small Station Wagons,-2500.0,FFV
13765,Saab 9-3X Sportcombi Awd,2012,Regular,19.0,29.0,22.5,2400.0,13.2292,0.0,0.0,0.0,Small Station Wagons,-2500.0,
13767,Saab 9-4X Awd,2012,Regular,16.0,22.5,18.5,2925.0,16.0934,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-5125.0,
13769,Saab 9-4X Fwd,2012,Regular,18.0,24.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-4000.0,
13781,Saab 9-5 Sedan,2012,Gasoline or E85,19.0,30.0,22.5,2400.0,13.2817,0.0,0.0,0.0,Midsize Cars,-2500.0,FFV
13784,Saab 9-5 Sedan Awd,2012,Regular,17.0,26.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Midsize Cars,-4000.0,
13885,Scion Iq,2012,Regular,36.0,37.0,37.0,1450.0,8.0408,0.0,0.0,0.0,Minicompact Cars,2250.0,
13897,Scion Tc,2012,Regular,22.5,30.0,25.0,2150.0,11.9004,0.0,0.0,0.0,Compact Cars,-1250.0,
13912,Scion Xb,2012,Regular,22.0,27.0,24.0,2250.0,12.3962,0.0,0.0,0.0,Small Station Wagons,-1750.0,
13920,Scion Xd,2012,Regular,27.0,32.5,29.0,1850.0,10.259,0.0,0.0,0.0,Subcompact Cars,250.0,
13928,Smart Fortwo Cabriolet,2012,Premium,34.0,38.0,36.0,1900.0,8.2642,0.0,0.0,0.0,Two Seaters,0.0,
13939,Smart Fortwo Coupe,2012,Premium,34.0,38.0,36.0,1900.0,8.2642,0.0,0.0,0.0,Two Seaters,0.0,
14026,Subaru Forester Awd,2012,Regular,20.33,25.33,22.33,2650.0,13.3459,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-3750.0,
14069,Subaru Impreza Awd,2012,Regular,21.75,29.0,24.5,2625.0,12.592,0.0,0.0,0.0,Compact Cars,-3625.0,
14098,Subaru Impreza Wagon/Outback Sport Awd,2012,Regular,21.75,29.0,24.25,2650.0,12.6904,0.0,0.0,0.0,Small Station Wagons,-3750.0,
14116,Subaru Legacy Awd,2012,Regular,19.25,26.25,22.0,2637.5,13.6166,0.0,0.0,0.0,Midsize Cars,-3687.5,
14162,Subaru Outback Wagon Awd,2012,Regular,19.33,26.0,22.0,2466.67,13.5983,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-2833.33,
14172,Subaru Tribeca Awd,2012,Regular,16.0,21.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-5500.0,
14212,Suzuki Equator 2Wd,2012,Regular,17.0,21.67,19.0,2850.0,15.7754,0.0,0.0,0.0,Small Pickup Trucks 2WD,-4750.0,
14216,Suzuki Equator 4Wd,2012,Regular,15.0,19.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Small Pickup Trucks 4WD,-7250.0,
14243,Suzuki Grand Vitara,2012,Regular,19.0,24.5,21.5,2500.0,13.8452,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-3000.0,
14256,Suzuki Grand Vitara 4Wd,2012,Regular,19.0,23.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-4000.0,
14274,Suzuki Kizashi,2012,Regular,21.5,29.5,24.5,2200.0,12.1483,0.0,0.0,0.0,Compact Cars,-1500.0,
14278,Suzuki Kizashi Awd,2012,Regular,22.0,29.0,25.0,2150.0,11.9004,0.0,0.0,0.0,Compact Cars,-1250.0,
14282,Suzuki Kizashi S,2012,Regular,22.0,30.5,25.0,2150.0,11.9195,0.0,0.0,0.0,Compact Cars,-1250.0,
14286,Suzuki Kizashi S Awd,2012,Regular,22.0,29.0,25.0,2150.0,11.9004,0.0,0.0,0.0,Compact Cars,-1250.0,
14305,Suzuki Sx4,2012,Regular,22.5,29.5,25.0,2150.0,11.9004,0.0,0.0,0.0,Small Station Wagons,-1250.0,
14312,Suzuki Sx4 Awd,2012,Regular,22.5,29.0,25.0,2150.0,11.9004,0.0,0.0,0.0,Small Station Wagons,-1250.0,
14318,Suzuki Sx4 Sedan,2012,Regular,24.0,31.5,27.0,1975.0,11.034,0.0,0.0,0.0,Compact Cars,-375.0,
14322,Suzuki Sx4 Sport,2012,Regular,23.0,30.0,25.5,2100.0,11.6715,0.0,0.0,0.0,Compact Cars,-1000.0,
14386,Tesla Model S,2012,Electricity,88.0,90.0,89.0,800.0,0.0912,37.0,38.0,38.0,Large Cars,5500.0,EV
14504,Toyota 4Runner 2Wd,2012,Regular,17.0,23.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-4750.0,
14528,Toyota 4Runner 4Wd,2012,Regular,17.0,22.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-4750.0,
14556,Toyota Avalon,2012,Regular,19.0,28.0,22.0,2450.0,13.5232,0.0,0.0,0.0,Large Cars,-2750.0,
14594,Toyota Camry,2012,Regular,22.5,32.0,26.0,2075.0,11.5108,0.0,0.0,0.0,Midsize Cars,-875.0,
14681,Toyota Corolla,2012,Regular,26.5,33.5,29.0,1850.0,10.259,0.0,0.0,0.0,Compact Cars,250.0,
14734,Toyota Fj Cruiser 2Wd,2012,Regular,17.0,20.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-4750.0,
14742,Toyota Fj Cruiser 4Wd,2012,Regular,16.0,19.0,17.0,3175.0,17.5614,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-6375.0,
14776,Toyota Highlander 2Wd,2012,Regular,19.0,24.5,21.0,2575.0,14.1993,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-3375.0,
14792,Toyota Highlander 4Wd,2012,Regular,17.0,22.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-4750.0,
14840,Toyota Matrix,2012,Regular,22.6,29.0,25.2,2160.0,11.9187,0.0,0.0,0.0,Small Station Wagons,-1300.0,
14875,Toyota Rav4 2Wd,2012,Regular,20.0,27.0,23.0,2350.0,12.9597,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-2250.0,
14889,Toyota Rav4 4Wd,2012,Regular,20.0,26.5,22.5,2400.0,13.2292,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-2500.0,
14913,Toyota Rav4 Ev,2012,Electricity,78.0,74.0,76.0,900.0,0.1056,46.0,43.0,44.0,Sport Utility Vehicle - 2WD,5000.0,EV
14939,Toyota Sequoia 2Wd,2012,Regular,13.5,19.0,15.5,3475.0,19.2142,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-7875.0,
14961,Toyota Sequoia 4Wd,2012,Regular,13.0,17.5,14.5,3725.0,20.5424,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-9125.0,
14974,Toyota Sequoia 4Wd Ffv,2012,Gasoline or E85,13.0,18.0,15.0,3600.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-8500.0,FFV
14993,Toyota Sienna 2Wd,2012,Regular,18.5,24.5,21.0,2550.0,14.1671,0.0,0.0,0.0,Minivan - 2WD,-3250.0,
15010,Toyota Sienna Awd,2012,Regular,17.0,23.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Minivan - 4WD,-4750.0,
15031,Toyota Tacoma 2Wd,2012,Regular,18.25,22.75,20.0,2712.5,14.9693,0.0,0.0,0.0,Small Pickup Trucks 2WD,-4062.5,
15055,Toyota Tacoma 4Wd,2012,Regular,16.75,20.25,18.25,2962.5,16.3364,0.0,0.0,0.0,Small Pickup Trucks 4WD,-5312.5,
15088,Toyota Tundra 2Wd,2012,Regular,15.0,19.33,16.67,3250.0,17.9543,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-6750.0,
15115,Toyota Tundra 4Wd,2012,Regular,13.5,18.0,15.5,3475.0,19.2142,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-7875.0,
15130,Toyota Tundra 4Wd Ffv,2012,Gasoline or E85,13.0,18.0,15.0,3600.0,19.834,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-8500.0,FFV
15141,Toyota Venza,2012,Regular,20.0,26.5,22.0,2450.0,13.5512,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-2750.0,
15150,Toyota Venza Awd,2012,Regular,19.0,25.0,21.5,2500.0,13.8452,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-3000.0,
15157,Toyota Yaris,2012,Regular,29.5,35.0,32.0,1700.0,9.3063,0.0,0.0,0.0,Compact Cars,1000.0,
15206,Volkswagen Beetle,2012,Premium,21.75,30.0,24.75,2450.0,12.0244,0.0,0.0,0.0,Subcompact Cars,-2750.0,
15233,Volkswagen Cc,2012,Premium,21.5,31.0,24.5,2750.0,12.1483,0.0,0.0,0.0,Compact Cars,-4250.0,
15242,Volkswagen Cc 4Motion,2012,Premium,17.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Compact Cars,-7500.0,
15258,Volkswagen Eos,2012,Premium,22.0,30.0,25.0,2700.0,11.9004,0.0,0.0,0.0,Subcompact Cars,-4000.0,
15283,Volkswagen Golf,2012,Regular,23.5,32.0,26.0,2050.0,11.4427,0.0,0.0,0.0,Compact Cars,-750.0,
15296,Volkswagen Golf R,2012,Premium,19.0,27.0,22.0,3100.0,13.5232,0.0,0.0,0.0,Compact Cars,-6000.0,
15326,Volkswagen Gti,2012,Premium,22.5,32.0,26.0,2600.0,11.4596,0.0,0.0,0.0,Compact Cars,-3500.0,
15366,Volkswagen Jetta,2012,Premium,23.33,32.0,26.33,2208.33,11.3121,0.0,0.0,0.0,Compact Cars,-1541.67,
15388,Volkswagen Jetta Sportwagen,2012,Regular,23.5,32.0,26.0,2050.0,11.4427,0.0,0.0,0.0,Small Station Wagons,-750.0,
15426,Volkswagen Passat,2012,Regular,21.33,30.33,24.67,2383.33,12.0928,0.0,0.0,0.0,Midsize Cars,-2416.67,
15475,Volkswagen Routan,2012,Gasoline or E85,17.0,25.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Minivan - 2WD,-4000.0,FFV
15488,Volkswagen Tiguan,2012,Premium,20.0,26.0,22.5,3025.0,13.2817,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-5625.0,
15504,Volkswagen Tiguan 4Motion,2012,Premium,21.0,26.0,23.0,2950.0,12.9352,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-5250.0,
15532,Volkswagen Touareg,2012,Premium,16.0,23.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-8250.0,
15542,Volvo C30 Fwd,2012,Regular,21.0,29.5,24.0,2250.0,12.3962,0.0,0.0,0.0,Compact Cars,-1750.0,
15562,Volvo C70 Fwd,2012,Regular,18.0,28.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Subcompact Cars,-3250.0,
15593,Volvo S60 Awd,2012,Regular,18.0,26.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Compact Cars,-3250.0,
15616,Volvo S60 Fwd,2012,Regular,20.0,30.0,23.0,2350.0,12.9352,0.0,0.0,0.0,Compact Cars,-2250.0,
15651,Volvo S80 Awd,2012,Regular,18.0,26.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Midsize Cars,-3250.0,
15662,Volvo S80 Fwd,2012,Regular,20.0,28.0,23.0,2350.0,12.9352,0.0,0.0,0.0,Midsize Cars,-2250.0,
15778,Volvo Xc60 Awd,2012,Regular,17.5,23.5,20.0,2700.0,14.8755,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-4000.0,
15793,Volvo Xc60 Fwd,2012,Regular,19.0,25.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-3250.0,
15811,Volvo Xc70 Awd,2012,Regular,17.5,23.5,20.0,2700.0,14.8755,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-4000.0,
15817,Volvo Xc70 Fwd,2012,Regular,19.0,25.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-3250.0,
15831,Volvo Xc90 Awd,2012,Regular,16.0,22.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-5500.0,
15849,Volvo Xc90 Fwd,2012,Regular,16.0,23.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-4750.0,
15862,Vpg Mv-1,2012,Regular,13.0,18.0,15.0,3600.0,19.834,0.0,0.0,0.0,Special Purpose Vehicle 2WD,-8500.0,
15865,Vpg Mv-1 Cng,2012,CNG,11.0,16.0,13.0,3300.0,0.1123,0.0,0.0,0.0,Special Purpose Vehicle 2WD,-7000.0,CNG
12,Acura Ilx,2013,Premium,23.0,32.5,26.0,2600.0,11.4596,0.0,0.0,0.0,Compact Cars,-3500.0,
43,Acura Mdx 4Wd,2013,Premium,16.0,21.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-9250.0,
75,Acura Rdx 2Wd,2013,Premium,20.0,28.0,23.0,2950.0,12.9352,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-5250.0,
85,Acura Rdx 4Wd,2013,Premium,19.0,27.0,22.0,3100.0,13.5232,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-6000.0,
144,Acura Tl 2Wd,2013,Premium,20.0,29.0,23.0,2950.0,12.9352,0.0,0.0,0.0,Midsize Cars,-5250.0,
150,Acura Tl 4Wd,2013,Premium,18.0,25.0,20.5,3325.0,14.5213,0.0,0.0,0.0,Midsize Cars,-7125.0,
197,Acura Tsx,2013,Premium,20.67,29.33,23.67,2866.67,12.6066,0.0,0.0,0.0,Compact Cars,-4833.33,
201,Acura Tsx Wagon,2013,Premium,22.0,29.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Small Station Wagons,-4500.0,
206,Acura Zdx 4Wd,2013,Premium,16.0,23.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-8250.0,
268,Aston Martin Db9,2013,Premium,13.0,19.0,15.0,4500.0,19.834,0.0,0.0,0.0,Minicompact Cars,-13000.0,
322,Aston Martin V8 Vantage,2013,Premium,13.5,20.0,15.5,4375.0,19.2142,0.0,0.0,0.0,Two Seaters,-12375.0,
329,Aston Martin V8 Vantage S,2013,Premium,13.5,20.0,15.5,4375.0,19.2142,0.0,0.0,0.0,Two Seaters,-12375.0,
359,Audi A3,2013,Premium,21.0,29.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Small Station Wagons,-4500.0,
384,Audi A3 Quattro,2013,Premium,21.0,28.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Small Station Wagons,-4500.0,
404,Audi A4,2013,Premium,24.0,31.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Compact Cars,-3500.0,
454,Audi A4 Quattro,2013,Premium,20.67,30.33,24.33,2783.33,12.2581,0.0,0.0,0.0,Compact Cars,-4416.67,FFV
467,Audi A5 Cabriolet,2013,Premium,24.0,31.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Subcompact Cars,-3500.0,
472,Audi A5 Cabriolet Quattro,2013,Premium,20.0,29.5,23.5,2875.0,12.6657,0.0,0.0,0.0,Subcompact Cars,-4875.0,FFV
485,Audi A5 Quattro,2013,Premium,20.67,30.33,24.33,2783.33,12.2581,0.0,0.0,0.0,Subcompact Cars,-4416.67,FFV
508,Audi A6,2013,Premium,25.0,33.0,28.0,2400.0,10.6254,0.0,0.0,0.0,Midsize Cars,-2500.0,
538,Audi A6 Quattro,2013,Premium,19.0,28.5,22.5,3025.0,13.2817,0.0,0.0,0.0,Midsize Cars,-5625.0,
545,Audi A7 Quattro,2013,Premium,18.0,28.0,21.0,3250.0,14.1671,0.0,0.0,0.0,Midsize Cars,-6750.0,
560,Audi A8,2013,Premium,17.5,28.0,21.0,3250.0,14.1671,0.0,0.0,0.0,Midsize Cars,-6750.0,
576,Audi A8 L,2013,Premium,15.67,24.67,18.33,3766.67,16.5532,0.0,0.0,0.0,Large Cars,-9333.33,
590,Audi Allroad Quattro,2013,Premium,20.0,26.0,22.0,3100.0,13.5232,0.0,0.0,0.0,Small Station Wagons,-6000.0,FFV
644,Audi Q5,2013,Premium,19.33,27.0,22.0,3100.0,13.5418,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-6000.0,FFV
658,Audi Q7,2013,Premium,16.0,21.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-9250.0,
708,Audi Rs 5,2013,Premium,16.0,23.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Subcompact Cars,-9250.0,
714,Audi Rs 5 Cabriolet,2013,Premium,16.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Subcompact Cars,-9250.0,
757,Audi S4,2013,Premium,17.5,27.0,20.5,3325.0,14.5213,0.0,0.0,0.0,Compact Cars,-7125.0,
786,Audi S5,2013,Premium,17.5,27.0,20.5,3325.0,14.5213,0.0,0.0,0.0,Subcompact Cars,-7125.0,
798,Audi S5 Cabriolet,2013,Premium,18.0,26.0,21.0,3250.0,14.1671,0.0,0.0,0.0,Subcompact Cars,-6750.0,
825,Audi S6,2013,Premium,17.0,27.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Midsize Cars,-7500.0,
833,Audi S7,2013,Premium,17.0,27.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Midsize Cars,-7500.0,
843,Audi S8,2013,Premium,15.0,26.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Midsize Cars,-9250.0,
898,Audi Tt Coupe Quattro,2013,Premium,22.0,31.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Subcompact Cars,-3500.0,
928,Audi Tt Roadster Quattro,2013,Premium,22.0,31.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Two Seaters,-3500.0,
943,Audi Tt Rs Coupe,2013,Premium,18.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Subcompact Cars,-7500.0,
997,Bentley Continental Flying Spur,2013,Premium or E85,11.0,19.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Midsize Cars,-14750.0,FFV
1006,Bentley Continental Gt,2013,Premium,12.67,21.33,15.67,4366.67,19.2043,0.0,0.0,0.0,Compact Cars,-12333.33,FFV
1035,Bentley Continental Gtc,2013,Premium,12.0,21.0,15.33,4450.0,19.5284,0.0,0.0,0.0,Subcompact Cars,-12750.0,FFV
1049,Bentley Continental Supersports Convertible,2013,Premium or E85,12.0,19.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Subcompact Cars,-14750.0,FFV
1067,Bentley Mulsanne,2013,Premium,11.0,18.0,13.0,5200.0,22.8854,0.0,0.0,0.0,Midsize Cars,-16500.0,
1079,Bmw 128Ci Convertible,2013,Premium,18.5,27.0,21.5,3175.0,13.8452,0.0,0.0,0.0,Subcompact Cars,-6375.0,
1085,Bmw 128I,2013,Premium,18.5,28.0,21.5,3175.0,13.8452,0.0,0.0,0.0,Subcompact Cars,-6375.0,
1093,Bmw 135I,2013,Premium,19.0,26.5,21.5,3175.0,13.9054,0.0,0.0,0.0,Subcompact Cars,-6375.0,
1099,Bmw 135I Convertible,2013,Premium,18.5,26.0,21.0,3250.0,14.1993,0.0,0.0,0.0,Subcompact Cars,-6750.0,
1143,Bmw 320I,2013,Premium,23.0,35.0,27.5,2450.0,10.8221,0.0,0.0,0.0,Compact Cars,-2750.0,
1149,Bmw 320I Xdrive,2013,Premium,22.5,33.5,26.5,2550.0,11.2308,0.0,0.0,0.0,Compact Cars,-3250.0,
1218,Bmw 328I,2013,Premium,22.5,33.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Compact Cars,-3500.0,
1222,Bmw 328I Convertible,2013,Premium,17.5,26.0,20.5,3325.0,14.5213,0.0,0.0,0.0,Subcompact Cars,-7125.0,
1224,Bmw 328I Coupe,2013,Premium,18.5,28.0,21.5,3175.0,13.8452,0.0,0.0,0.0,Subcompact Cars,-6375.0,
1226,Bmw 328I Coupe Xdrive,2013,Premium,16.5,25.0,19.5,3475.0,15.267,0.0,0.0,0.0,Subcompact Cars,-7875.0,
1238,Bmw 328I Xdrive,2013,Premium,22.0,32.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Compact Cars,-3500.0,
1321,Bmw 335I,2013,Premium,21.5,30.5,24.5,2775.0,12.189,0.0,0.0,0.0,Compact Cars,-4375.0,
1324,Bmw 335I Convertible,2013,Premium,18.5,27.0,21.5,3175.0,13.8452,0.0,0.0,0.0,Subcompact Cars,-6375.0,
1326,Bmw 335I Coupe,2013,Premium,18.5,27.0,21.5,3175.0,13.8452,0.0,0.0,0.0,Subcompact Cars,-6375.0,
1328,Bmw 335I Coupe Xdrive,2013,Premium,19.0,27.0,22.0,3100.0,13.5512,0.0,0.0,0.0,Subcompact Cars,-6000.0,
1332,Bmw 335I Xdrive,2013,Premium,20.0,29.0,23.5,2875.0,12.6657,0.0,0.0,0.0,Compact Cars,-4875.0,
1340,Bmw 335Is Convertible,2013,Premium,17.5,24.5,20.0,3400.0,14.9128,0.0,0.0,0.0,Subcompact Cars,-7500.0,
1343,Bmw 335Is Coupe,2013,Premium,17.5,24.5,20.0,3400.0,14.9128,0.0,0.0,0.0,Subcompact Cars,-7500.0,
1472,Bmw 528I,2013,Premium,24.0,33.0,27.0,2500.0,11.0189,0.0,0.0,0.0,Midsize Cars,-3000.0,
1480,Bmw 528I Xdrive,2013,Premium,22.0,32.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Midsize Cars,-3500.0,
1514,Bmw 535I,2013,Premium,20.0,29.5,23.5,2875.0,12.6657,0.0,0.0,0.0,Midsize Cars,-4875.0,
1521,Bmw 535I Gran Turismo,2013,Premium,20.0,30.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Large Cars,-4500.0,
1532,Bmw 535I Xdrive,2013,Premium,21.0,29.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Midsize Cars,-4500.0,
1538,Bmw 535I Xdrive Gran Turismo,2013,Premium,18.0,26.0,21.0,3250.0,14.1671,0.0,0.0,0.0,Large Cars,-6750.0,
1572,Bmw 550I,2013,Premium,16.0,23.5,18.5,3700.0,16.188,0.0,0.0,0.0,Midsize Cars,-9000.0,
1578,Bmw 550I Gran Turismo,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
1583,Bmw 550I Xdrive,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Midsize Cars,-8250.0,
1589,Bmw 550I Xdrive Gran Turismo,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
1595,Bmw 640I Convertible,2013,Premium,20.0,30.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Subcompact Cars,-4500.0,
1602,Bmw 640I Coupe,2013,Premium,23.0,32.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Subcompact Cars,-3500.0,
1607,Bmw 640I Gran Coupe,2013,Premium,20.0,30.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Compact Cars,-4500.0,
1646,Bmw 650I Convertible,2013,Premium,17.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Subcompact Cars,-8250.0,
1653,Bmw 650I Convertible Xdrive,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Subcompact Cars,-8250.0,
1655,Bmw 650I Coupe,2013,Premium,17.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Subcompact Cars,-8250.0,
1661,Bmw 650I Coupe Xdrive,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Subcompact Cars,-8250.0,
1662,Bmw 650I Gran Coupe,2013,Premium,17.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Compact Cars,-8250.0,
1678,Bmw 650I Xdrive Gran Coupe,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Compact Cars,-8250.0,
1688,Bmw 740I,2013,Premium,19.0,28.0,22.0,3100.0,13.5232,0.0,0.0,0.0,Large Cars,-6000.0,
1709,Bmw 740Li,2013,Premium,19.0,28.0,22.0,3100.0,13.5232,0.0,0.0,0.0,Large Cars,-6000.0,
1712,Bmw 740Li Xdrive,2013,Premium,19.0,28.0,22.0,3100.0,13.5232,0.0,0.0,0.0,Large Cars,-6000.0,
1730,Bmw 750I,2013,Premium,17.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
1740,Bmw 750I Xdrive,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
1759,Bmw 750Li,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
1765,Bmw 750Li Xdrive,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
1780,Bmw 760Li,2013,Premium,13.0,20.0,15.0,4500.0,19.834,0.0,0.0,0.0,Large Cars,-13000.0,
1825,Bmw Alpina B7 Lwb,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
1830,Bmw Alpina B7 Lwb Xdrive,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
1835,Bmw Alpina B7 Swb,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
1840,Bmw Alpina B7 Swb Xdrive,2013,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
2005,Bmw M3 Convertible,2013,Premium,14.0,20.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Subcompact Cars,-11750.0,
